Year,NPRI_ID / No_INRP,NAICS / Code_SCIAN,Quantity,Material
2016,1236,331410,0.4896,ARSENIC
2016,1471,331410,76,ARSENIC
2016,2537,562210,37183,ARSENIC
2016,2607,322112,62.29,ARSENIC
2016,3185,322121,43.2206,ARSENIC
2016,3475,326114,4.9637,ARSENIC
2016,3824,331110,1258.2185,ARSENIC
2016,3855,331110,2262.078,ARSENIC
2015,1236,331410,0.56,ARSENIC
2015,1471,331410,70,ARSENIC
2015,2537,562210,13468,ARSENIC
2015,2607,322112,57.23,ARSENIC
2015,3185,322121,42.66,ARSENIC
2015,3475,326114,4.0452,ARSENIC
2015,3701,324110,0.4,ARSENIC
2015,3824,331110,1650.852,ARSENIC
2015,3855,331110,3500,ARSENIC
2014,1236,331410,0.6732,ARSENIC
2014,1471,331410,64,ARSENIC
2014,2537,562210,4279,ARSENIC
2014,2607,322112,33.74,ARSENIC
2014,3185,322121,48.71,ARSENIC
2014,3824,331110,1738.831,ARSENIC
2014,3855,331110,3970,ARSENIC
2013,1236,331410,0.6228,ARSENIC
2013,1471,331410,55,ARSENIC
2013,1809,221112,569,ARSENIC
2013,1861,221112,0,ARSENIC
2013,2537,562210,2750,ARSENIC
2013,2607,322112,33.391,ARSENIC
2013,3185,322121,38.89,ARSENIC
2013,3824,331110,1350.204,ARSENIC
2012,1236,331410,0.3285,ARSENIC
2012,1471,331410,148,ARSENIC
2012,1809,221112,793,ARSENIC
2012,1861,221112,0,ARSENIC
2012,2537,562210,8081,ARSENIC
2012,2607,322112,17.2,ARSENIC
2012,3185,322121,50.72,ARSENIC
2012,3238,221112,33,ARSENIC
2012,11903,418110,1062.536,ARSENIC
2011,917,322121,0,ARSENIC
2011,917,322121,0,ARSENIC
2011,917,322121,0,ARSENIC
2011,1236,331410,0.1534,ARSENIC
2011,1465,212232,0,ARSENIC
2011,1465,212232,0,ARSENIC
2011,1465,212232,0,ARSENIC
2011,1471,331410,157,ARSENIC
2011,1471,331410,0,ARSENIC
2011,1471,331410,0,ARSENIC
2011,1520,331110,0,ARSENIC
2011,1520,331110,0,ARSENIC
2011,1520,331110,0,ARSENIC
2011,1568,212220,0,ARSENIC
2011,1568,212220,0,ARSENIC
2011,1568,212220,0,ARSENIC
2011,1809,221112,3.74,ARSENIC
2011,1861,221112,508.2,ARSENIC
2011,2161,331110,0,ARSENIC
2011,2161,331110,0,ARSENIC
2011,2161,331110,0,ARSENIC
2011,2537,562210,32417,ARSENIC
2011,2607,322112,75.8,ARSENIC
2011,3048,221112,9,ARSENIC
2011,3185,322121,51.46,ARSENIC
2011,3238,221112,73,ARSENIC
2011,3810,212220,0,ARSENIC
2011,3810,212220,0,ARSENIC
2011,3810,212220,0,ARSENIC
2011,3824,331110,0,ARSENIC
2011,3824,331110,0,ARSENIC
2011,3824,331110,0,ARSENIC
2011,3855,331110,0,ARSENIC
2011,3855,331110,0,ARSENIC
2011,3855,331110,0,ARSENIC
2011,4435,221320,0,ARSENIC
2011,4435,221320,0,ARSENIC
2011,4435,221320,0,ARSENIC
2011,5656,212220,0,ARSENIC
2011,5656,212220,0,ARSENIC
2011,5656,212220,0,ARSENIC
2011,5804,321114,0,ARSENIC
2011,5804,321114,0,ARSENIC
2011,5804,321114,0,ARSENIC
2011,11010,321114,0,ARSENIC
2011,11010,321114,0,ARSENIC
2011,11010,321114,0,ARSENIC
2011,11713,541710,0,ARSENIC
2011,11713,541710,0,ARSENIC
2011,11713,541710,0,ARSENIC
2011,11787,541710,0,ARSENIC
2011,11787,541710,0,ARSENIC
2011,11787,541710,0,ARSENIC
2011,11796,212220,0,ARSENIC
2011,11796,212220,0,ARSENIC
2011,11796,212220,0,ARSENIC
2011,11903,418110,1164.495,ARSENIC
2011,11903,418110,0,ARSENIC
2011,11903,418110,0,ARSENIC
2010,1236,331410,0.0621,ARSENIC
2010,1471,331410,111,ARSENIC
2010,1809,221112,3300,ARSENIC
2010,1861,221112,2600,ARSENIC
2010,2537,562210,77474,ARSENIC
2010,2607,322112,30,ARSENIC
2010,2815,212233,0,ARSENIC
2010,2815,212233,0,ARSENIC
2010,2815,212233,0,ARSENIC
2010,3048,221112,150,ARSENIC
2010,3185,322121,48.791,ARSENIC
2010,3238,221112,200,ARSENIC
2010,7051,212220,0.317,ARSENIC
2010,11010,321114,0,ARSENIC
2010,11010,321114,0,ARSENIC
2010,11010,321114,0,ARSENIC
2010,11903,418110,1078.522,ARSENIC
2009,1236,331410,0.076,ARSENIC
2009,1471,331410,113,ARSENIC
2009,1809,221112,4300,ARSENIC
2009,1861,221112,1500,ARSENIC
2009,2161,331110,251.4,ARSENIC
2009,2537,562210,3042466,ARSENIC
2009,3048,221112,0,ARSENIC
2009,3185,322121,47.751,ARSENIC
2009,3238,221112,39,ARSENIC
2009,3824,331110,669.108,ARSENIC
2008,462,322112,9.871,ARSENIC
2008,928,322112,6.614,ARSENIC
2008,1236,331410,1.5,ARSENIC
2008,1471,331410,279,ARSENIC
2008,1809,221112,9495.764,ARSENIC
2008,1861,221112,4606.909,ARSENIC
2008,2161,331110,16.8,ARSENIC
2008,2537,562210,35000,ARSENIC
2008,3048,221112,35.424,ARSENIC
2008,3185,322121,55.801,ARSENIC
2008,3238,221112,249.478,ARSENIC
2008,3824,331110,1102.918,ARSENIC
2008,11010,321114,0,ARSENIC
2008,11010,321114,0,ARSENIC
2008,11010,321114,0,ARSENIC
2007,462,322112,9.073,ARSENIC
2007,928,322112,24.002,ARSENIC
2007,1236,331410,1.5,ARSENIC
2007,1471,331410,470,ARSENIC
2007,1809,221112,13576.623,ARSENIC
2007,1861,221112,4138,ARSENIC
2007,2161,331110,16.8,ARSENIC
2007,2537,562210,715000,ARSENIC
2007,3048,221112,268.281,ARSENIC
2007,3185,322121,52.858,ARSENIC
2007,3238,221112,257.336,ARSENIC
2007,3824,331110,1056.105,ARSENIC
2007,11010,321114,0,ARSENIC
2007,11010,321114,0,ARSENIC
2007,11010,321114,0,ARSENIC
2006,462,322112,9.106,ARSENIC
2006,928,322112,13.095,ARSENIC
2006,1236,331410,1.5,ARSENIC
2006,1471,331410,416,ARSENIC
2006,1809,221112,10944.58,ARSENIC
2006,1861,221112,3460.03,ARSENIC
2006,2537,562210,91000,ARSENIC
2006,3048,221112,472.201,ARSENIC
2006,3185,322121,54.123,ARSENIC
2006,3238,221112,121.594,ARSENIC
2006,3824,331110,887.867,ARSENIC
2006,11010,321114,0,ARSENIC
2006,11010,321114,0,ARSENIC
2006,11010,321114,0,ARSENIC
2005,462,322112,9.739,ARSENIC
2005,928,322112,36.435,ARSENIC
2005,1197,322121,0,ARSENIC
2005,1236,331410,1,ARSENIC
2005,1471,331410,442,ARSENIC
2005,1809,221112,13332,ARSENIC
2005,1861,221112,8084.187,ARSENIC
2005,2537,562210,122000,ARSENIC
2005,3048,221112,218.144,ARSENIC
2005,3238,221112,307.58,ARSENIC
2005,3824,331110,859.92,ARSENIC
2005,3901,324110,0.002,ARSENIC
2004,462,322112,8.442,ARSENIC
2004,928,322112,36.835,ARSENIC
2004,1197,322121,0.143,ARSENIC
2004,1471,331410,635,ARSENIC
2004,1809,221112,10371.191,ARSENIC
2004,1861,221112,1230,ARSENIC
2004,2537,562210,33000,ARSENIC
2004,3048,221112,114.6,ARSENIC
2004,3238,221112,115.8,ARSENIC
2004,3824,331110,711.896,ARSENIC
2003,462,322112,9.27,ARSENIC
2003,928,322112,34,ARSENIC
2003,1197,322112,1.91,ARSENIC
2003,1236,331410,0.18,ARSENIC
2003,1471,331410,272,ARSENIC
2003,1809,221112,15122.2,ARSENIC
2003,1861,221112,9230,ARSENIC
2003,3185,322112,8.914,ARSENIC
2003,3824,331110,619.326,ARSENIC
2002,928,322112,35.83,ARSENIC
2002,1197,322112,3.117,ARSENIC
2002,1236,331410,0.6,ARSENIC
2002,1471,331410,438,ARSENIC
2002,1809,221112,15193,ARSENIC
2002,1861,221112,11300,ARSENIC
2002,2240,221320,20,ARSENIC
2002,2537,562210,45000,ARSENIC
2002,3048,221112,971,ARSENIC
2002,3185,322112,10.23,ARSENIC
2002,3238,221112,422,ARSENIC
2002,3824,331110,465.12,ARSENIC
2001,1236,331410,0,ARSENIC
2001,1471,331410,493,ARSENIC
2001,1809,221112,13102,ARSENIC
2001,1861,221112,13118,ARSENIC
2001,2537,562210,15100,ARSENIC
2000,1236,331410,0,ARSENIC
2000,1809,221112,17866,ARSENIC
2000,1861,221112,15664,ARSENIC
2000,2537,562210,27500,ARSENIC
1999,1236,331410,0,ARSENIC
1999,1809,221112,15043,ARSENIC
1999,1861,221112,15239,ARSENIC
1999,2537,562210,16400,ARSENIC
1998,1236,331410,0,ARSENIC
1998,1809,221112,16690,ARSENIC
1998,1861,221112,12650,ARSENIC
1998,2537,562210,46373,ARSENIC
1997,1236,331410,0,ARSENIC
1997,1861,221112,6790,ARSENIC
1997,2537,562210,46373,ARSENIC
1996,1469,331410,2552,ARSENIC
1996,1861,221112,3000,ARSENIC
1996,2537,562210,46373,ARSENIC
1995,1776,324110,310,ARSENIC
1994,1776,324110,290,ARSENIC
2016,1236,331410,315.3962,ARSENIC
2016,1465,212232,223314,ARSENIC
2016,1568,212220,2266,ARSENIC
2016,1941,212220,926610,ARSENIC
2016,1941,212220,120888,ARSENIC
2016,2710,212220,1076003.185,ARSENIC
2016,2710,212220,187313.2276,ARSENIC
2016,2815,212233,468706.8,ARSENIC
2016,3197,212220,35916,ARSENIC
2016,3197,212220,31803,ARSENIC
2016,5656,212220,48233.712,ARSENIC
2016,7051,212220,132006.95,ARSENIC
2016,7369,212299,4729,ARSENIC
2016,10010,212220,6541,ARSENIC
2016,10202,212232,468,ARSENIC
2016,10203,212232,1400,ARSENIC
2016,10622,331490,99.584,ARSENIC
2016,10984,212392,3634.35,ARSENIC
2016,11154,212232,0.0033,ARSENIC
2016,11454,212220,20911.9188,ARSENIC
2016,11454,212220,1604.9602,ARSENIC
2016,11588,212232,-3.675,ARSENIC
2016,11608,212232,12.352,ARSENIC
2016,11743,212220,115803,ARSENIC
2016,11796,212220,79192.3,ARSENIC
2016,11796,212220,20287.958,ARSENIC
2016,11867,212220,102196.7173,ARSENIC
2016,11867,212220,226720,ARSENIC
2016,11878,212232,1400,ARSENIC
2016,26132,212220,3226.783,ARSENIC
2016,26132,212220,-6158.559,ARSENIC
2015,1233,212232,1409.052,ARSENIC
2015,1233,212232,43.645,ARSENIC
2015,1236,331410,525.1872,ARSENIC
2015,1465,212232,329600,ARSENIC
2015,1568,212220,1200,ARSENIC
2015,1941,212220,905316,ARSENIC
2015,1941,212220,81969,ARSENIC
2015,2710,212220,763148.1043,ARSENIC
2015,2710,212220,162167.8214,ARSENIC
2015,2815,212233,169323.6,ARSENIC
2015,3197,212220,40602,ARSENIC
2015,3197,212220,22976,ARSENIC
2015,3810,212220,312899.005,ARSENIC
2015,5656,212220,49080.697,ARSENIC
2015,7051,212220,126096.65,ARSENIC
2015,7369,212299,1346,ARSENIC
2015,10010,212220,5138,ARSENIC
2015,10202,212232,240,ARSENIC
2015,10203,212232,996,ARSENIC
2015,10622,331490,59.795,ARSENIC
2015,10984,212392,1571,ARSENIC
2015,11454,212220,27749,ARSENIC
2015,11454,212220,789.3,ARSENIC
2015,11514,212232,86.625,ARSENIC
2015,11588,212232,-8.23,ARSENIC
2015,11608,212232,-5.528,ARSENIC
2015,11743,212220,108658,ARSENIC
2015,11796,212220,90744.609,ARSENIC
2015,11796,212220,39729.104,ARSENIC
2015,11852,212220,2426.6001,ARSENIC
2015,11852,212220,87151.2867,ARSENIC
2015,11867,212220,133320,ARSENIC
2015,11867,212220,193996,ARSENIC
2015,11877,212232,0,ARSENIC
2015,11878,212232,1850,ARSENIC
2015,26132,212220,3598.757,ARSENIC
2015,26132,212220,-8083.146,ARSENIC
2015,26263,212232,0,ARSENIC
2014,1233,212232,3018.627,ARSENIC
2014,1233,212232,63.488,ARSENIC
2014,1236,331410,390.9217,ARSENIC
2014,1465,212232,176700,ARSENIC
2014,1568,212220,1460,ARSENIC
2014,1941,212220,1105960,ARSENIC
2014,1941,212220,-82751,ARSENIC
2014,2710,212220,602843.998,ARSENIC
2014,2710,212220,2253901.125,ARSENIC
2014,2815,212233,382492.8,ARSENIC
2014,3197,212220,35539,ARSENIC
2014,3197,212220,25916,ARSENIC
2014,3810,212220,549436.157,ARSENIC
2014,5656,212220,46915,ARSENIC
2014,7051,212220,126448.25,ARSENIC
2014,7369,212299,6400,ARSENIC
2014,10010,212220,538,ARSENIC
2014,10202,212232,569,ARSENIC
2014,10203,212232,480,ARSENIC
2014,10622,331490,127.47,ARSENIC
2014,10984,212392,1283,ARSENIC
2014,11238,212232,231.025,ARSENIC
2014,11454,212220,21928.66,ARSENIC
2014,11454,212220,8224.296,ARSENIC
